location.latitude,location.longitude,name,power,type,stalls,country
46.891749,7.542704,"Tesla Supercharger Rubigen, Switzerland",150,SITE_TYPE_SUPERCHARGER,16,Switzerland
43.121199,5.85086,"Tesla Supercharger Toulon, France",150,SITE_TYPE_SUPERCHARGER,8,France
45.65232671,9.61888431,"Tesla Supercharger Bergamo Dalmine, Italy",250,SITE_TYPE_SUPERCHARGER,20,Italy
53.962295,-1.528573,"Tesla Supercharger Harrogate, UK",250,SITE_TYPE_SUPERCHARGER,6,UK
51.17715,-1.756453,"Tesla Supercharger Amesbury, UK",250,SITE_TYPE_SUPERCHARGER,16,UK
48.992001,4.245283,"Tesla Supercharger Chalons en Champagne, France - Matougues",125,SITE_TYPE_SUPERCHARGER,4,France
50.181953,9.006662,"Tesla Supercharger Neuberg, Germany",130,SITE_TYPE_SUPERCHARGER,6,Germany
51.48947,0.286622,"Tesla Supercharger Grays, UK ",250,SITE_TYPE_SUPERCHARGER,16,UK
48.349419,2.607224,"Tesla Supercharger Fontainebleau, France - Ury",150,SITE_TYPE_SUPERCHARGER,10,France
49.544121,11.02872,"Tesla Supercharger Erlangen, Germany",250,SITE_TYPE_SUPERCHARGER,16,Germany
49.459902,7.82134,"Tesla Supercharger Kaiserslautern, Germany",150,SITE_TYPE_SUPERCHARGER,8,Germany
48.691358,9.003707,"Tesla Supercharger Böblingen, Germany",250,SITE_TYPE_SUPERCHARGER,16,Germany
55.489025,12.163113,"Tesla Supercharger Køge, Denmark",150,SITE_TYPE_SUPERCHARGER,26,Denmark
43.493819,-1.452564,"Tesla Supercharger Bayonne, France",150,SITE_TYPE_SUPERCHARGER,8,France
50.847768,-0.991083,"Tesla Supercharger Portsmouth, UK",150,SITE_TYPE_SUPERCHARGER,8,UK
53.067403,12.533227,"Tesla Supercharger Herzsprung, Germany",250,SITE_TYPE_SUPERCHARGER,18,Germany
50.645428,8.989921,"Tesla Supercharger Mücke, Germany",250,SITE_TYPE_SUPERCHARGER,10,Germany
52.657674,8.169333,"Tesla Supercharger Lohne, Germany",250,SITE_TYPE_SUPERCHARGER,20,Germany
52.620732,13.54162,"Tesla Supercharger Panketal, Germany",250,SITE_TYPE_SUPERCHARGER,8,Germany
45.551203,10.787291,"Tesla Supercharger Affi, Italy",250,SITE_TYPE_SUPERCHARGER,24,Italy
59.570131,7.992551,"Tesla Supercharger Åmot, Norway",150,SITE_TYPE_SUPERCHARGER,12,Norway
50.497509,12.170172,"Tesla Supercharger Plauen, Germany",250,SITE_TYPE_SUPERCHARGER,12,Germany
59.761249,9.905515,"Tesla Supercharger Hokksund, Norway - Eiker",150,SITE_TYPE_SUPERCHARGER,20,Norway
44.47037,8.900802,"Tesla Supercharger Genova North, Italy",250,SITE_TYPE_SUPERCHARGER,8,Italy
51.441793,6.61181,"Tesla Supercharger Moers, Germany",150,SITE_TYPE_SUPERCHARGER,12,Germany
52.936118,-1.134317,"Tesla Supercharger Nottingham, UK - Service Centre",250,SITE_TYPE_SUPERCHARGER,8,UK
47.764129,12.90426,"Tesla Supercharger Piding, Germany",250,SITE_TYPE_SUPERCHARGER,8,Germany
47.499063,-0.491233,"Tesla Supercharger Aire des Portes d'Angers, France",250,SITE_TYPE_SUPERCHARGER,12,France
53.698599,-1.265539,"Tesla Supercharger Ferrybridge, UK",250,SITE_TYPE_SUPERCHARGER,12,UK
59.480735,8.635637,"Tesla Supercharger Seljord, Norway",250,SITE_TYPE_SUPERCHARGER,12,Norway
45.785937,3.141488,"Tesla Supercharger Clermont-Ferrand, France",250,SITE_TYPE_SUPERCHARGER,16,France
48.706939,9.306462,"Tesla Supercharger Denkendorf, Germany",250,SITE_TYPE_SUPERCHARGER,12,Germany
58.945698,11.193538,"Tesla Supercharger Strömstad, Sweden",250,SITE_TYPE_SUPERCHARGER,20,Sweden
39.672915,-0.266301,"Tesla Supercharger Sagunto, Spain",250,SITE_TYPE_SUPERCHARGER,8,Spain
46.164535,9.677329,"Tesla Supercharger Sondrio, Italy",150,SITE_TYPE_SUPERCHARGER,8,Italy
52.918329,-1.4718478,"Tesla Supercharger Derby, UK",150,SITE_TYPE_SUPERCHARGER,12,UK
55.51131,9.764768,"Tesla Supercharger Middelfart, Denmark",150,SITE_TYPE_SUPERCHARGER,12,Denmark
43.810258,11.17798,"Tesla Supercharger Firenze, Italy",150,SITE_TYPE_SUPERCHARGER,8,Italy
49.902277,7.929573,"Tesla Supercharger Gensingen, Germany",250,SITE_TYPE_SUPERCHARGER,22,Germany
51.720357,5.333276,"Tesla Supercharger 's-Hertogenbosch, Netherlands",150,SITE_TYPE_SUPERCHARGER,16,Netherlands
43.423964,5.99017,"Tesla Supercharger Aire de Cambarette, France",150,SITE_TYPE_SUPERCHARGER,10,France
51.268129,4.40238,"Tesla Supercharger Antwerp, Belgium",250,SITE_TYPE_SUPERCHARGER,14,Belgium
49.896799,8.614137,"Tesla Supercharger Weiterstadt, Germany",250,SITE_TYPE_SUPERCHARGER,8,Germany
46.13916,8.907291,"Tesla Supercharger Monte Ceneri, Switzerland",125,SITE_TYPE_SUPERCHARGER,6,Switzerland
47.413133,8.616919,"Tesla Supercharger Dietlikon, Switzerland - Erlenweg",150,SITE_TYPE_SUPERCHARGER,8,Switzerland
50.059827,8.345102,"Tesla Supercharger Wiesbaden, Germany",125,SITE_TYPE_SUPERCHARGER,4,Germany
48.830877,2.678019,"Tesla Supercharger Marne-la-Vallée, France",150,SITE_TYPE_SUPERCHARGER,12,France
48.765484,13.046655,"Tesla Supercharger Hengersberg, Germany",130,SITE_TYPE_SUPERCHARGER,8,Germany
52.213321,8.814317,"Tesla Supercharger Bad Oeynhausen, Germany",250,SITE_TYPE_SUPERCHARGER,12,Germany
46.670356,0.362651,"Tesla Supercharger Poitiers, France",150,SITE_TYPE_SUPERCHARGER,8,France
51.506602,-0.222125,"Tesla Supercharger London, UK - Westfield White City",150,SITE_TYPE_SUPERCHARGER,24,UK
55.512586,9.462869,"Tesla Supercharger Kolding, Denmark",250,SITE_TYPE_SUPERCHARGER,20,Denmark
48.956078,9.245435,"Tesla Supercharger Murr, Germany",250,SITE_TYPE_SUPERCHARGER,12,Germany
50.562501,7.525532,"Tesla Supercharger Oberhonnefeld, Germany",250,SITE_TYPE_SUPERCHARGER,40,Germany
52.213255,4.503421,"Tesla Supercharger Sassenheim, Netherlands",250,SITE_TYPE_SUPERCHARGER,16,Netherlands
45.737211,7.372556,"Tesla Supercharger Aosta, Italy - A5 dir. Mont-Blanc",150,SITE_TYPE_SUPERCHARGER,6,Italy
40.29037,-3.69629,"Tesla Supercharger Getafe, Spain",150,SITE_TYPE_SUPERCHARGER,8,Spain
52.061035,5.205139,"Tesla Supercharger Bunnik, Netherlands",250,SITE_TYPE_SUPERCHARGER,24,Netherlands
51.545559,-0.474257,"Tesla Supercharger Uxbridge, UK",150,SITE_TYPE_SUPERCHARGER,12,UK
44.91666485,8.59963503,"Tesla Supercharger Alessandria, Italy",250,SITE_TYPE_SUPERCHARGER,12,Italy
42.775341,2.908312,"Tesla Supercharger Rivesaltes, France",250,SITE_TYPE_SUPERCHARGER,20,France
56.821427,-5.10372,"Tesla Supercharger Fort William, UK",250,SITE_TYPE_SUPERCHARGER,6,UK
46.774647,5.522209,"Tesla Supercharger Aire du Jura, France",250,SITE_TYPE_SUPERCHARGER,12,France
47.418125,8.396816,"Tesla Supercharger Dietikon, Switzerland",150,SITE_TYPE_SUPERCHARGER,24,Switzerland
48.411054,10.44042,"Tesla Supercharger Jettingen, Germany",130,SITE_TYPE_SUPERCHARGER,8,Germany
48.994716,12.150682,"Tesla Supercharger Regensburg-Ost, Germany",150,SITE_TYPE_SUPERCHARGER,10,Germany
52.67744,-2.399171,"Tesla Supercharger Telford, UK",130,SITE_TYPE_SUPERCHARGER,8,UK
53.489393,-1.486223,"Tesla Supercharger Barnsley, UK",130,SITE_TYPE_SUPERCHARGER,2,UK
52.531375,6.157279,"Tesla Supercharger Zwolle, Netherlands",250,SITE_TYPE_SUPERCHARGER,24,Netherlands
45.518668,6.482533,"Tesla Supercharger La Léchère-les-Bains, France",150,SITE_TYPE_SUPERCHARGER,8,France
44.636985,-0.960215,"Tesla Supercharger Biganos, France",250,SITE_TYPE_SUPERCHARGER,12,France
48.128966,7.368816,"Tesla Supercharger Colmar, France",250,SITE_TYPE_SUPERCHARGER,12,France
51.31395,9.49343341,"Tesla Supercharger Kassel, Germany - GALERIA",250,SITE_TYPE_SUPERCHARGER,12,Germany
48.293229,4.130685,"Tesla Supercharger Troyes, France - Saint-Parres-aux-Tertres",250,SITE_TYPE_SUPERCHARGER,26,France
47.422725,14.759266,"Tesla Supercharger Kalwang, Austria",250,SITE_TYPE_SUPERCHARGER,16,Austria
50.167321,1.755505,"Tesla Supercharger Aire de la Baie de Somme, France",150,SITE_TYPE_SUPERCHARGER,10,France
54.88762,-1.557413,"Tesla Supercharger Washington, UK",150,SITE_TYPE_SUPERCHARGER,8,UK
46.547767,0.295897,"Tesla Supercharger Poitiers Sud, France",250,SITE_TYPE_SUPERCHARGER,28,France
46.129569,6.087824,"Tesla Supercharger Saint-Julien-en-Genevois, France",250,SITE_TYPE_SUPERCHARGER,20,France
51.949095,13.787957,"Tesla Supercharger Bersteland, Germany",120,SITE_TYPE_SUPERCHARGER,6,Germany
49.994026,9.070627,"Tesla Supercharger Kleinostheim, Germany",250,SITE_TYPE_SUPERCHARGER,16,Germany
55.534483,9.716938,"Tesla Supercharger Fredericia, Denmark",250,SITE_TYPE_SUPERCHARGER,24,Denmark
44.918953,4.878081,"Tesla Supercharger Valence, France",150,SITE_TYPE_SUPERCHARGER,8,France
49.840015,8.143658,"Tesla Supercharger Wörrstadt, Germany",250,SITE_TYPE_SUPERCHARGER,8,Germany
47.99147,5.51296,"Tesla Supercharger Val-de-Meuse, France",150,SITE_TYPE_SUPERCHARGER,16,France
50.869897,4.501978,"Tesla Supercharger Zaventem, Belgium",250,SITE_TYPE_SUPERCHARGER,16,Belgium
56.024947,14.116996,"Tesla Supercharger Kristianstad, Sweden",250,SITE_TYPE_SUPERCHARGER,14,Sweden
51.401587,12.181375,"Tesla Supercharger Leipzig-Flughafen, Germany",250,SITE_TYPE_SUPERCHARGER,16,Germany
46.556698,6.561557,"Tesla Supercharger Bussigny, Switzerland",130,SITE_TYPE_SUPERCHARGER,14,Switzerland
39.400528,-0.491639,"Tesla Supercharger Torrent Northbound, Spain",150,SITE_TYPE_SUPERCHARGER,2,Spain
49.6723,8.6022,"Tesla Supercharger Bensheim, Germany",250,SITE_TYPE_SUPERCHARGER,20,Germany
49.365019,11.207273,"Tesla Supercharger Feucht, Germany",250,SITE_TYPE_SUPERCHARGER,20,Germany
55.933931,-3.406966,"Tesla Supercharger Edinburgh, UK - Newbridge",250,SITE_TYPE_SUPERCHARGER,16,UK
59.324292,10.954448,"Tesla Supercharger Solli, Norway",150,SITE_TYPE_SUPERCHARGER,10,Norway
44.73558387,8.83971975,"Tesla Supercharger Serravalle Scrivia, Italy",250,SITE_TYPE_SUPERCHARGER,8,Italy
45.08664,10.856201,"Tesla Supercharger Mantova, Italy",250,SITE_TYPE_SUPERCHARGER,16,Italy
52.31319,10.635044,"Tesla Supercharger Lehre, Germany",250,SITE_TYPE_SUPERCHARGER,12,Germany
51.947203,10.140477,"Tesla Supercharger Rhüden, Germany",250,SITE_TYPE_SUPERCHARGER,16,Germany
48.227107,7.753737,"Tesla Supercharger Herbolzheim, Germany",150,SITE_TYPE_SUPERCHARGER,10,Germany
46.111616,11.091649,"Tesla Supercharger Trento, Italy",150,SITE_TYPE_SUPERCHARGER,10,Italy
52.502168,13.374185,"Tesla Supercharger Berlin, Germany - Gleisdreieck",250,SITE_TYPE_SUPERCHARGER,20,Germany
50.935031,1.812951,"Tesla Supercharger Eurotunnel, France - Terminal",125,SITE_TYPE_SUPERCHARGER,8,France
47.3948,10.887553,"Tesla Supercharger Lermoos, Austria",125,SITE_TYPE_SUPERCHARGER,10,Austria
52.204703,6.016104,"Tesla Supercharger Apeldoorn Oost, Netherlands",250,SITE_TYPE_SUPERCHARGER,20,Netherlands
47.929278,13.501932,"Tesla Supercharger St. Georgen, Austria",125,SITE_TYPE_SUPERCHARGER,8,Austria
54.939946,9.378711,"Tesla Supercharger Kliplev, Denmark",250,SITE_TYPE_SUPERCHARGER,24,Denmark
49.778588,10.068878,"Tesla Supercharger Dettelbach, Germany",150,SITE_TYPE_SUPERCHARGER,18,Germany
48.534041,7.702054,"Tesla Supercharger Strasbourg, France",150,SITE_TYPE_SUPERCHARGER,8,France
56.466428,-3.062962,"Tesla Supercharger Dundee, UK",150,SITE_TYPE_SUPERCHARGER,8,UK
47.788035,-3.331263,"Tesla Supercharger Lorient, France - Caudan",150,SITE_TYPE_SUPERCHARGER,8,France
49.912272,10.000822,"Tesla Supercharger Gramschatzer Wald, Germany",250,SITE_TYPE_SUPERCHARGER,14,Germany
44.202799,-0.92682,"Tesla Supercharger Labouheyre, France",250,SITE_TYPE_SUPERCHARGER,8,France
50.993345,5.242127,"Tesla Supercharger Heusden-Zolder, Belgium",150,SITE_TYPE_SUPERCHARGER,12,Belgium
46.786382,13.522243,"Tesla Supercharger Spittal an der Drau, Austria",250,SITE_TYPE_SUPERCHARGER,12,Austria
51.483859,-1.556867,"Tesla Supercharger Membury, UK - Eastbound",150,SITE_TYPE_SUPERCHARGER,6,UK
41.998407,2.817277,"Tesla Supercharger Girona, Spain",150,SITE_TYPE_SUPERCHARGER,4,Spain
43.956416,10.194539,"Tesla Supercharger Forte dei Marmi, Italy",250,SITE_TYPE_SUPERCHARGER,20,Italy
45.750012,-0.661725,"Tesla Supercharger Saintes, France",150,SITE_TYPE_SUPERCHARGER,8,France
59.018794,8.52385,"Tesla Supercharger Treungen, Norway",250,SITE_TYPE_SUPERCHARGER,8,Norway
45.56085,5.949646,"Tesla Supercharger Chambéry, France - Barberaz",150,SITE_TYPE_SUPERCHARGER,4,France
43.816563,4.345189,"Tesla Supercharger Nimes, France",150,SITE_TYPE_SUPERCHARGER,8,France
42.358932,1.462817,"Tesla Supercharger La Seu d'Urgell, Spain",150,SITE_TYPE_SUPERCHARGER,10,Spain
57.6516673,11.951251,"Tesla Supercharger Gothenburg South, Sweden",250,SITE_TYPE_SUPERCHARGER,28,Sweden
43.864589,3.313277,"Tesla Supercharger Aire du Caylar, France",150,SITE_TYPE_SUPERCHARGER,8,France
42.789258,11.115675,"Tesla Supercharger Grosseto, Italy",160,SITE_TYPE_SUPERCHARGER,8,Italy
46.346542,4.848655,"Tesla Supercharger Macon, France",150,SITE_TYPE_SUPERCHARGER,20,France
48.272529,12.55031,"Tesla Supercharger Mühldorf, Germany",125,SITE_TYPE_SUPERCHARGER,4,Germany
58.971301,9.513025,"Tesla Supercharger Bamble, Norway",250,SITE_TYPE_SUPERCHARGER,20,Norway
42.082112,13.060424,"Tesla Supercharger Carsoli Oricola, Italy",150,SITE_TYPE_SUPERCHARGER,8,Italy
49.216414,6.170791,"Tesla Supercharger Metz, France",150,SITE_TYPE_SUPERCHARGER,12,France
59.3878413,10.7512104,"Tesla Supercharger Rygge, Norway",150,SITE_TYPE_SUPERCHARGER,42,Norway
44.226199,5.913554,"Tesla Supercharger Sisteron, France",250,SITE_TYPE_SUPERCHARGER,12,France
41.498096,2.072692,"Tesla Supercharger Sant Cugat, Spain",150,SITE_TYPE_SUPERCHARGER,12,Spain
49.863496,2.278154,"Tesla Supercharger Amiens, France",150,SITE_TYPE_SUPERCHARGER,10,France
46.832233,6.859269,"Tesla Supercharger Lully, Switzerland",82,SITE_TYPE_SUPERCHARGER,10,Switzerland
53.259741,7.455526,"Tesla Supercharger Leer, Germany - Ems Park",250,SITE_TYPE_SUPERCHARGER,16,Germany
49.532259,12.13494,"Tesla Supercharger Wernberg-Köblitz, Germany",250,SITE_TYPE_SUPERCHARGER,10,Germany
40.771952,14.746048,"Tesla Supercharger Mercato San Severino, Italy",150,SITE_TYPE_SUPERCHARGER,6,Italy
56.430273,10.061784,"Tesla Supercharger Randers South, Denmark",250,SITE_TYPE_SUPERCHARGER,16,Denmark
40.2175,-0.939584,"Tesla Supercharger La Puebla de Valverde, Spain",250,SITE_TYPE_SUPERCHARGER,12,Spain
45.327128,4.805394,"Tesla Supercharger Salaise-sur-Sanne, France",250,SITE_TYPE_SUPERCHARGER,20,France
53.613512,7.16686,"Tesla Supercharger Norden, Germany",250,SITE_TYPE_SUPERCHARGER,12,Germany
48.306514,11.634577,"Tesla Supercharger Eching, Germany",250,SITE_TYPE_SUPERCHARGER,12,Germany
51.858314,-4.311623,"Tesla Supercharger Carmarthen, UK",250,SITE_TYPE_SUPERCHARGER,12,UK
49.969785,6.861763,"Tesla Supercharger Wittlich, Germany",150,SITE_TYPE_SUPERCHARGER,10,Germany
51.4535,0.246722,"Tesla Supercharger Dartford, UK - Tesla Service Centre",250,SITE_TYPE_SUPERCHARGER,12,UK
49.989898,14.490692,"Tesla Supercharger Vestec, Czech Republic",125,SITE_TYPE_SUPERCHARGER,8,Czech Republic
50.81373,7.107211,"Tesla Supercharger Troisdorf, Germany",250,SITE_TYPE_SUPERCHARGER,20,Germany
59.766259,10.257838,"Tesla Supercharger Lier South, Norway",150,SITE_TYPE_SUPERCHARGER,8,Norway
46.152051,8.937311,"Tesla Supercharger Cadenazzo, Switzerland",250,SITE_TYPE_SUPERCHARGER,4,Switzerland
51.296116,-0.857413,"Tesla Supercharger Fleet, UK - Northbound",150,SITE_TYPE_SUPERCHARGER,8,UK
44.1780816,0.6299066,"Tesla Supercharger Agen, France",250,SITE_TYPE_SUPERCHARGER,20,France
45.0587584,7.6125538,"Tesla Supercharger Torino Grugliasco, Italy",250,SITE_TYPE_SUPERCHARGER,12,Italy
48.039397,13.991102,"Tesla Supercharger Eberstalzell, Austria",250,SITE_TYPE_SUPERCHARGER,21,Austria
53.943895,13.396918,"Tesla Supercharger Gützkow, Germany",130,SITE_TYPE_SUPERCHARGER,10,Germany
49.934838,9.353749,"Tesla Supercharger Weibersbrunn, Germany",250,SITE_TYPE_SUPERCHARGER,16,Germany
51.052489,0.454862,"Tesla Supercharger Flimwell, UK",250,SITE_TYPE_SUPERCHARGER,6,UK
48.146522,11.790601,"Tesla Supercharger Vaterstetten, Germany",250,SITE_TYPE_SUPERCHARGER,18,Germany
45.147204,8.991146,"Tesla Supercharger Dorno EST, Italy",150,SITE_TYPE_SUPERCHARGER,6,Italy
52.170715,11.484837,"Tesla Supercharger Irxleben, Germany",250,SITE_TYPE_SUPERCHARGER,12,Germany
51.19186,6.93621,"Tesla Supercharger Hilden, Germany",250,SITE_TYPE_SUPERCHARGER,40,Germany
46.49750668,3.36277836,"Tesla Supercharger Aire du Bourbonnais, France",250,SITE_TYPE_SUPERCHARGER,12,France
55.507943,-3.695081,"Tesla Supercharger Abington, UK",130,SITE_TYPE_SUPERCHARGER,6,UK
51.5047,-0.016314,"Tesla Supercharger London, UK - Canary Wharf",250,SITE_TYPE_SUPERCHARGER,12,UK
51.570195,7.675267,"Tesla Supercharger Kamen, Germany",150,SITE_TYPE_SUPERCHARGER,12,Germany
52.21917,-1.501274,"Tesla Supercharger Warwick, UK - Southbound",150,SITE_TYPE_SUPERCHARGER,8,UK
51.076382,-0.8317,"Tesla Supercharger Liphook, UK",150,SITE_TYPE_SUPERCHARGER,8,UK
58.677207,13.814598,"Tesla Supercharger Mariestad, Sweden",250,SITE_TYPE_SUPERCHARGER,16,Sweden
48.407702,10.599293,"Tesla Supercharger Zusmarshausen, Germany",250,SITE_TYPE_SUPERCHARGER,12,Germany
45.76911003,9.05688133,"Tesla Supercharger Grandate, Italy",250,SITE_TYPE_SUPERCHARGER,8,Italy
49.527996,8.565773,"Tesla Supercharger Viernheim, Germany - Rhein-Neckar-Zentrum",250,SITE_TYPE_SUPERCHARGER,18,Germany
48.041833,0.175342,"Tesla Supercharger Le Mans, France",150,SITE_TYPE_SUPERCHARGER,8,France
50.511742,14.052647,"Tesla Supercharger Lovosice, Czech Republic",250,SITE_TYPE_SUPERCHARGER,8,Czech Republic
58.393215,11.758098,"Tesla Supercharger Hogstorp, Sweden",250,SITE_TYPE_SUPERCHARGER,15,Sweden
39.633022,2.733284,"Tesla Supercharger Mallorca, Spain",150,SITE_TYPE_SUPERCHARGER,2,Spain
59.56683,9.218931,"Tesla Supercharger Notodden, Norway",250,SITE_TYPE_SUPERCHARGER,12,Norway
50.643682,-4.284655,"Tesla Supercharger Lifton, UK",150,SITE_TYPE_SUPERCHARGER,8,UK
52.202366,-0.291631,"Tesla Supercharger Wyboston, UK",250,SITE_TYPE_SUPERCHARGER,10,UK
46.496179,5.310394,"Tesla Supercharger Aire du Poulet de Bresse, France",150,SITE_TYPE_SUPERCHARGER,10,France
53.081161,-0.806521,"Tesla Supercharger Newark, UK",250,SITE_TYPE_SUPERCHARGER,10,UK
44.41964777,7.8499758,"Tesla Supercharger Mondovì, Italy",250,SITE_TYPE_SUPERCHARGER,12,Italy
47.234539,5.901153,"Tesla Supercharger Besançon, France",150,SITE_TYPE_SUPERCHARGER,8,France
46.435386,12.222794,"Tesla Supercharger Borca di Cadore, Italy",150,SITE_TYPE_SUPERCHARGER,8,Italy
59.297674,11.062814,"Tesla Supercharger Grålum, Norway",250,SITE_TYPE_SUPERCHARGER,40,Norway
59.509437,11.822381,"Tesla Supercharger Töcksfors, Sweden",150,SITE_TYPE_SUPERCHARGER,20,Sweden
45.737298,7.372293,"Tesla Supercharger Aosta, Italy - A5 dir. Torino",150,SITE_TYPE_SUPERCHARGER,4,Italy
50.951744,5.353198,"Tesla Supercharger Hasselt, Belgium",250,SITE_TYPE_SUPERCHARGER,12,Belgium
43.332257,-0.358762,"Tesla Supercharger Pau, France",150,SITE_TYPE_SUPERCHARGER,8,France
44.11754334,9.94582292,"Tesla Supercharger Sarzana, Italy - La Spezia",250,SITE_TYPE_SUPERCHARGER,12,Italy
52.363227,-1.945595,"Tesla Supercharger Hopwood Park, UK",130,SITE_TYPE_SUPERCHARGER,16,UK
58.236758,8.298786,"Tesla Supercharger Lillesand, Norway",150,SITE_TYPE_SUPERCHARGER,24,Norway
49.858991,3.253555,"Tesla Supercharger Saint-Quentin, France",250,SITE_TYPE_SUPERCHARGER,20,France
50.733955,9.241483,"Tesla Supercharger Alsfeld, Germany",250,SITE_TYPE_SUPERCHARGER,16,Germany
43.23224,13.74985,"Tesla Supercharger Porto Sant'Elpidio, Italy",250,SITE_TYPE_SUPERCHARGER,4,Italy
59.206519,9.609239,"Tesla Supercharger Skien, Norway",250,SITE_TYPE_SUPERCHARGER,9,Norway
49.20448709,9.48877494,"Tesla Supercharger Öhringen, Germany",250,SITE_TYPE_SUPERCHARGER,20,Germany
50.74185,3.144986,"Tesla Supercharger Neuville-en-Ferrain, France",250,SITE_TYPE_SUPERCHARGER,20,France
48.990144,1.671559,"Tesla Supercharger Buchelay, France",150,SITE_TYPE_SUPERCHARGER,8,France
53.460761,9.939778,"Tesla Supercharger Hamburg, Germany",150,SITE_TYPE_SUPERCHARGER,4,Germany
52.022778,4.684873,"Tesla Supercharger Gouda, Netherlands",150,SITE_TYPE_SUPERCHARGER,16,Netherlands
48.44581525,1.53906581,"Tesla Supercharger Chartres, France",250,SITE_TYPE_SUPERCHARGER,20,France
48.788729,12.897424,"Tesla Supercharger Plattling (Globus), Germany",250,SITE_TYPE_SUPERCHARGER,20,Germany
41.515993,-4.943107,"Tesla Supercharger Tordesillas, Spain",150,SITE_TYPE_SUPERCHARGER,8,Spain
45.737069,7.372331,"Tesla Supercharger Aosta, Italy - off highway",150,SITE_TYPE_SUPERCHARGER,6,Italy
53.732774,-1.585622,"Tesla Supercharger Leeds, UK",130,SITE_TYPE_SUPERCHARGER,2,UK
50.115255,7.598117,"Tesla Supercharger Pfalzfeld, Germany",150,SITE_TYPE_SUPERCHARGER,16,Germany
52.73526,0.41388,"Tesla Supercharger King's Lynn, UK",250,SITE_TYPE_SUPERCHARGER,8,UK
44.42086357,7.55126133,"Tesla Supercharger Cuneo, Italy",100,SITE_TYPE_SUPERCHARGER,2,Italy
46.835747,0.541891,"Tesla Supercharger Chatellerault, France",250,SITE_TYPE_SUPERCHARGER,16,France
53.339515,-2.569358,"Tesla Supercharger Warrington, UK",130,SITE_TYPE_SUPERCHARGER,2,UK
49.257984,10.501828,"Tesla Supercharger Herrieden, Germany",250,SITE_TYPE_SUPERCHARGER,12,Germany
50.708041,4.598293,"Tesla Supercharger Wavre, Belgium",250,SITE_TYPE_SUPERCHARGER,24,Belgium
52.47139,-1.874152,"Tesla Supercharger Birmingham, UK - St Andrews",250,SITE_TYPE_SUPERCHARGER,16,UK
47.131132,10.271463,"Tesla Supercharger St. Anton, Austria",125,SITE_TYPE_SUPERCHARGER,10,Austria
55.766399,12.990671,"Tesla Supercharger Löddeköpinge, Sweden",150,SITE_TYPE_SUPERCHARGER,14,Sweden
56.444825,13.603916,"Tesla Supercharger Markaryd, Sweden",250,SITE_TYPE_SUPERCHARGER,20,Sweden
46.966052,9.55264,"Tesla Supercharger Landquart, Switzerland",250,SITE_TYPE_SUPERCHARGER,20,Switzerland
42.033344,0.104199,"Tesla Supercharger Barbastro, Spain",250,SITE_TYPE_SUPERCHARGER,4,Spain
57.168101,12.275345,"Tesla Supercharger Varberg, Sweden",250,SITE_TYPE_SUPERCHARGER,20,Sweden
43.727823,7.186348,"Tesla Supercharger Nice, France",250,SITE_TYPE_SUPERCHARGER,16,France
44.686658,10.851307,"Tesla Supercharger Campogalliano, Italy",150,SITE_TYPE_SUPERCHARGER,8,Italy
51.481232,-1.556154,"Tesla Supercharger Membury, UK - Westbound",150,SITE_TYPE_SUPERCHARGER,8,UK
53.105883,6.129539,"Tesla Supercharger Drachten, Netherlands",250,SITE_TYPE_SUPERCHARGER,16,Netherlands
53.23214,-3.142146,"Tesla Supercharger Flint Mountain, UK",250,SITE_TYPE_SUPERCHARGER,8,UK
45.51068385,9.6361734,"Tesla Supercharger Adda Sud, Italy",250,SITE_TYPE_SUPERCHARGER,4,Italy
49.211936,9.077322,"Tesla Supercharger Bad Rappenau, Germany",130,SITE_TYPE_SUPERCHARGER,8,Germany
49.982399,10.555616,"Tesla Supercharger Knetzgau, Germany",250,SITE_TYPE_SUPERCHARGER,12,Germany
52.287203,6.773114,"Tesla Supercharger Hengelo, Netherlands",250,SITE_TYPE_SUPERCHARGER,16,Netherlands
59.490326,10.294542,"Tesla Supercharger Holmestrand, Norway",150,SITE_TYPE_SUPERCHARGER,16,Norway
43.769334,1.361378,"Tesla Supercharger Toulouse, France -  Castelnau-d'Estrétefonds",150,SITE_TYPE_SUPERCHARGER,8,France
47.326987,7.805338,"Tesla Supercharger Egerkingen, Switzerland",125,SITE_TYPE_SUPERCHARGER,10,Switzerland
56.433685,10.055412,"Tesla Supercharger Randers, Denmark",130,SITE_TYPE_SUPERCHARGER,14,Denmark
56.501482,12.957552,"Tesla Supercharger Mellbystrand, Sweden",150,SITE_TYPE_SUPERCHARGER,20,Sweden
55.565096,-1.79184,"Tesla Supercharger Adderstone, UK",250,SITE_TYPE_SUPERCHARGER,6,UK
50.715586,-3.464911,"Tesla Supercharger Exeter, UK",250,SITE_TYPE_SUPERCHARGER,16,UK
59.617763,11.003497,"Tesla Supercharger Jaren, Spydeberg, Norway",150,SITE_TYPE_SUPERCHARGER,20,Norway
42.007749,-5.663257,"Tesla Supercharger Benavente, Spain",250,SITE_TYPE_SUPERCHARGER,12,Spain
48.05298386,0.16638841,"Tesla Supercharger Le Mans, France - Saint-Saturnin",250,SITE_TYPE_SUPERCHARGER,20,France
50.671261,5.543178,"Tesla Supercharger Liege, Belgium",250,SITE_TYPE_SUPERCHARGER,16,Belgium
